,GEO_ID,NAME,Num_HH,Med_Inc_HH
375,1400000US17031301801,"Census Tract 3018.01, Cook County, Illinois",978,35306
376,1400000US17031301802,"Census Tract 3018.02, Cook County, Illinois",688,28548
377,1400000US17031301803,"Census Tract 3018.03, Cook County, Illinois",1091,36307
378,1400000US17031310200,"Census Tract 3102, Cook County, Illinois",600,57292
379,1400000US17031310300,"Census Tract 3103, Cook County, Illinois",632,55313
380,1400000US17031310400,"Census Tract 3104, Cook County, Illinois",526,28232
381,1400000US17031310500,"Census Tract 3105, Cook County, Illinois",494,19583
382,1400000US17031310600,"Census Tract 3106, Cook County, Illinois",1977,28410
383,1400000US17031310700,"Census Tract 3107, Cook County, Illinois",565,18917
384,1400000US17031310800,"Census Tract 3108, Cook County, Illinois",1421,37446
385,1400000US17031310900,"Census Tract 3109, Cook County, Illinois",1651,32813
386,1400000US17031320100,"Census Tract 3201, Cook County, Illinois",4735,97188
387,1400000US17031320400,"Census Tract 3204, Cook County, Illinois",220,78452
388,1400000US17031320600,"Census Tract 3206, Cook County, Illinois",2089,76857
389,1400000US17031330100,"Census Tract 3301, Cook County, Illinois",7981,75227
390,1400000US17031330200,"Census Tract 3302, Cook County, Illinois",1809,93792
391,1400000US17031340300,"Census Tract 3403, Cook County, Illinois",696,30000
392,1400000US17031340400,"Census Tract 3404, Cook County, Illinois",618,45167
393,1400000US17031340500,"Census Tract 3405, Cook County, Illinois",873,27153
394,1400000US17031340600,"Census Tract 3406, Cook County, Illinois",403,13194
395,1400000US17031350100,"Census Tract 3501, Cook County, Illinois",1590,37353
396,1400000US17031350400,"Census Tract 3504, Cook County, Illinois",212,10152
397,1400000US17031351000,"Census Tract 3510, Cook County, Illinois",2060,42692
398,1400000US17031351100,"Census Tract 3511, Cook County, Illinois",875,11586
399,1400000US17031351400,"Census Tract 3514, Cook County, Illinois",806,12292
400,1400000US17031351500,"Census Tract 3515, Cook County, Illinois",36,28676
401,1400000US17031360200,"Census Tract 3602, Cook County, Illinois",369,18363
402,1400000US17031380100,"Census Tract 3801, Cook County, Illinois",1056,20156
403,1400000US17031380200,"Census Tract 3802, Cook County, Illinois",1097,18292
404,1400000US17031380500,"Census Tract 3805, Cook County, Illinois",86,24889
405,1400000US17031380700,"Census Tract 3807, Cook County, Illinois",438,33571
406,1400000US17031381200,"Census Tract 3812, Cook County, Illinois",1059,33063
407,1400000US17031381400,"Census Tract 3814, Cook County, Illinois",604,45966
408,1400000US17031381500,"Census Tract 3815, Cook County, Illinois",163,75156
409,1400000US17031381700,"Census Tract 3817, Cook County, Illinois",0,-
410,1400000US17031381800,"Census Tract 3818, Cook County, Illinois",520,19389
411,1400000US17031381900,"Census Tract 3819, Cook County, Illinois",578,32955
412,1400000US17031390100,"Census Tract 3901, Cook County, Illinois",572,37143
413,1400000US17031390200,"Census Tract 3902, Cook County, Illinois",828,69271
414,1400000US17031390300,"Census Tract 3903, Cook County, Illinois",1310,20851
415,1400000US17031390400,"Census Tract 3904, Cook County, Illinois",1625,21627
416,1400000US17031390500,"Census Tract 3905, Cook County, Illinois",729,53594
417,1400000US17031390600,"Census Tract 3906, Cook County, Illinois",895,60375
418,1400000US17031390700,"Census Tract 3907, Cook County, Illinois",3363,42891
419,1400000US17031400300,"Census Tract 4003, Cook County, Illinois",549,32950
420,1400000US17031400400,"Census Tract 4004, Cook County, Illinois",600,20781
421,1400000US17031400500,"Census Tract 4005, Cook County, Illinois",752,22539
422,1400000US17031400800,"Census Tract 4008, Cook County, Illinois",833,13795
423,1400000US17031410100,"Census Tract 4101, Cook County, Illinois",1046,31696
424,1400000US17031410200,"Census Tract 4102, Cook County, Illinois",640,24022
425,1400000US17031410500,"Census Tract 4105, Cook County, Illinois",1154,37065
426,1400000US17031410600,"Census Tract 4106, Cook County, Illinois",936,51042
427,1400000US17031410700,"Census Tract 4107, Cook County, Illinois",1089,27031
428,1400000US17031410800,"Census Tract 4108, Cook County, Illinois",1525,36414
429,1400000US17031410900,"Census Tract 4109, Cook County, Illinois",1743,56604
430,1400000US17031411000,"Census Tract 4110, Cook County, Illinois",2076,47234
431,1400000US17031411100,"Census Tract 4111, Cook County, Illinois",982,76528
432,1400000US17031411200,"Census Tract 4112, Cook County, Illinois",718,61250
433,1400000US17031420100,"Census Tract 4201, Cook County, Illinois",685,17625
434,1400000US17031420200,"Census Tract 4202, Cook County, Illinois",677,25313
435,1400000US17031420300,"Census Tract 4203, Cook County, Illinois",600,40263
436,1400000US17031420400,"Census Tract 4204, Cook County, Illinois",782,28958
437,1400000US17031420500,"Census Tract 4205, Cook County, Illinois",1109,24663
438,1400000US17031420600,"Census Tract 4206, Cook County, Illinois",627,23323
439,1400000US17031420700,"Census Tract 4207, Cook County, Illinois",1217,29212
440,1400000US17031420800,"Census Tract 4208, Cook County, Illinois",773,22047
441,1400000US17031421200,"Census Tract 4212, Cook County, Illinois",618,18286
442,1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",1777,28608
443,1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",1785,24082
444,1400000US17031430200,"Census Tract 4302, Cook County, Illinois",2477,20738
445,1400000US17031430300,"Census Tract 4303, Cook County, Illinois",873,27471
446,1400000US17031430400,"Census Tract 4304, Cook County, Illinois",992,32917
447,1400000US17031430500,"Census Tract 4305, Cook County, Illinois",1791,20982
448,1400000US17031430600,"Census Tract 4306, Cook County, Illinois",751,31161
449,1400000US17031430700,"Census Tract 4307, Cook County, Illinois",1260,29457
450,1400000US17031430800,"Census Tract 4308, Cook County, Illinois",835,33185
451,1400000US17031430900,"Census Tract 4309, Cook County, Illinois",655,28728
452,1400000US17031431200,"Census Tract 4312, Cook County, Illinois",1148,47568
453,1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",1417,24622
454,1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",1408,21750
455,1400000US17031431400,"Census Tract 4314, Cook County, Illinois",3215,26250
456,1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",1817,22787
457,1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",1804,26250
458,1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",2491,22654
459,1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",1705,27461
460,1400000US17031440300,"Census Tract 4403, Cook County, Illinois",2290,42254
461,1400000US17031440600,"Census Tract 4406, Cook County, Illinois",913,77708
462,1400000US17031440700,"Census Tract 4407, Cook County, Illinois",620,47857
463,1400000US17031440800,"Census Tract 4408, Cook County, Illinois",804,26613
464,1400000US17031440900,"Census Tract 4409, Cook County, Illinois",1093,41806
465,1400000US17031450300,"Census Tract 4503, Cook County, Illinois",1537,37298
466,1400000US17031460100,"Census Tract 4601, Cook County, Illinois",1479,29865
467,1400000US17031460200,"Census Tract 4602, Cook County, Illinois",791,30536
468,1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",1088,33934
469,1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",1394,17121
470,1400000US17031460400,"Census Tract 4604, Cook County, Illinois",1514,39698
471,1400000US17031460500,"Census Tract 4605, Cook County, Illinois",2391,50671
472,1400000US17031460600,"Census Tract 4606, Cook County, Illinois",397,20474
473,1400000US17031460700,"Census Tract 4607, Cook County, Illinois",1068,24186
474,1400000US17031461000,"Census Tract 4610, Cook County, Illinois",712,19625
475,1400000US17031470100,"Census Tract 4701, Cook County, Illinois",1148,31391
476,1400000US17031480100,"Census Tract 4801, Cook County, Illinois",937,64979
477,1400000US17031480200,"Census Tract 4802, Cook County, Illinois",602,63387
478,1400000US17031480300,"Census Tract 4803, Cook County, Illinois",653,52944
479,1400000US17031480400,"Census Tract 4804, Cook County, Illinois",2539,57697
480,1400000US17031480500,"Census Tract 4805, Cook County, Illinois",1099,43977
481,1400000US17031490300,"Census Tract 4903, Cook County, Illinois",948,42436
482,1400000US17031490400,"Census Tract 4904, Cook County, Illinois",488,52000
483,1400000US17031490500,"Census Tract 4905, Cook County, Illinois",753,51387
484,1400000US17031490600,"Census Tract 4906, Cook County, Illinois",544,45566
485,1400000US17031490700,"Census Tract 4907, Cook County, Illinois",1051,52159
486,1400000US17031490800,"Census Tract 4908, Cook County, Illinois",1479,35382
487,1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",1490,26667
488,1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",2004,45088
489,1400000US17031491000,"Census Tract 4910, Cook County, Illinois",1549,30679
490,1400000US17031491100,"Census Tract 4911, Cook County, Illinois",1636,50269
491,1400000US17031491200,"Census Tract 4912, Cook County, Illinois",828,52593
492,1400000US17031491300,"Census Tract 4913, Cook County, Illinois",944,32610
493,1400000US17031491400,"Census Tract 4914, Cook County, Illinois",1110,39583
494,1400000US17031500100,"Census Tract 5001, Cook County, Illinois",1562,41901
495,1400000US17031500200,"Census Tract 5002, Cook County, Illinois",703,22750
496,1400000US17031500300,"Census Tract 5003, Cook County, Illinois",892,43000
497,1400000US17031510100,"Census Tract 5101, Cook County, Illinois",1085,38771
498,1400000US17031510200,"Census Tract 5102, Cook County, Illinois",1085,46516
499,1400000US17031510300,"Census Tract 5103, Cook County, Illinois",2171,40010
500,1400000US17031520100,"Census Tract 5201, Cook County, Illinois",534,32000
501,1400000US17031520200,"Census Tract 5202, Cook County, Illinois",1123,26976
502,1400000US17031520300,"Census Tract 5203, Cook County, Illinois",1808,40089
503,1400000US17031520400,"Census Tract 5204, Cook County, Illinois",1347,38032
504,1400000US17031520500,"Census Tract 5205, Cook County, Illinois",1491,58588
505,1400000US17031520600,"Census Tract 5206, Cook County, Illinois",843,50726
506,1400000US17031530100,"Census Tract 5301, Cook County, Illinois",864,28559
507,1400000US17031530200,"Census Tract 5302, Cook County, Illinois",1521,29071
508,1400000US17031530300,"Census Tract 5303, Cook County, Illinois",1570,38125
509,1400000US17031530400,"Census Tract 5304, Cook County, Illinois",676,47755
510,1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",1763,35762
511,1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",563,55536
512,1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",1794,50284
513,1400000US17031530600,"Census Tract 5306, Cook County, Illinois",1297,33750
514,1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",945,13277
515,1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",1094,14186
516,1400000US17031550100,"Census Tract 5501, Cook County, Illinois",2739,52383
517,1400000US17031550200,"Census Tract 5502, Cook County, Illinois",1091,44132
518,1400000US17031560100,"Census Tract 5601, Cook County, Illinois",292,23500
519,1400000US17031560200,"Census Tract 5602, Cook County, Illinois",763,34583
520,1400000US17031560300,"Census Tract 5603, Cook County, Illinois",945,62313
521,1400000US17031560400,"Census Tract 5604, Cook County, Illinois",404,64444
522,1400000US17031560700,"Census Tract 5607, Cook County, Illinois",1183,48778
523,1400000US17031560800,"Census Tract 5608, Cook County, Illinois",2123,58681
524,1400000US17031560900,"Census Tract 5609, Cook County, Illinois",1844,75161
525,1400000US17031561000,"Census Tract 5610, Cook County, Illinois",1952,71168
526,1400000US17031561100,"Census Tract 5611, Cook County, Illinois",1990,75377
527,1400000US17031570100,"Census Tract 5701, Cook County, Illinois",381,48456
528,1400000US17031570200,"Census Tract 5702, Cook County, Illinois",519,56319
529,1400000US17031570300,"Census Tract 5703, Cook County, Illinois",1600,44412
530,1400000US17031570400,"Census Tract 5704, Cook County, Illinois",408,40203
531,1400000US17031570500,"Census Tract 5705, Cook County, Illinois",731,36549
532,1400000US17031580100,"Census Tract 5801, Cook County, Illinois",818,35064
533,1400000US17031580200,"Census Tract 5802, Cook County, Illinois",915,36893
534,1400000US17031580300,"Census Tract 5803, Cook County, Illinois",576,34087
535,1400000US17031580400,"Census Tract 5804, Cook County, Illinois",1235,33375
536,1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",1447,40997
537,1400000US17031580502,"Census Tract 5805.02, Cook County, Illinois",1225,52468
538,1400000US17031580600,"Census Tract 5806, Cook County, Illinois",1540,40904
539,1400000US17031580700,"Census Tract 5807, Cook County, Illinois",1477,40125
540,1400000US17031580800,"Census Tract 5808, Cook County, Illinois",484,37432
541,1400000US17031590500,"Census Tract 5905, Cook County, Illinois",634,52344
542,1400000US17031590600,"Census Tract 5906, Cook County, Illinois",1193,41932
543,1400000US17031590700,"Census Tract 5907, Cook County, Illinois",950,39500
544,1400000US17031600400,"Census Tract 6004, Cook County, Illinois",1460,41543
545,1400000US17031600600,"Census Tract 6006, Cook County, Illinois",939,33678
546,1400000US17031600700,"Census Tract 6007, Cook County, Illinois",961,33563
547,1400000US17031600900,"Census Tract 6009, Cook County, Illinois",1421,39725
548,1400000US17031610300,"Census Tract 6103, Cook County, Illinois",1393,29330
549,1400000US17031610400,"Census Tract 6104, Cook County, Illinois",554,30424
550,1400000US17031610800,"Census Tract 6108, Cook County, Illinois",538,66500
551,1400000US17031611000,"Census Tract 6110, Cook County, Illinois",241,15101
552,1400000US17031611100,"Census Tract 6111, Cook County, Illinois",642,26054
553,1400000US17031611200,"Census Tract 6112, Cook County, Illinois",694,34875
554,1400000US17031611300,"Census Tract 6113, Cook County, Illinois",888,26685
555,1400000US17031611400,"Census Tract 6114, Cook County, Illinois",1043,24031
556,1400000US17031611500,"Census Tract 6115, Cook County, Illinois",1016,31331
557,1400000US17031611600,"Census Tract 6116, Cook County, Illinois",392,51850
558,1400000US17031611700,"Census Tract 6117, Cook County, Illinois",539,27034
559,1400000US17031611800,"Census Tract 6118, Cook County, Illinois",699,31968
560,1400000US17031611900,"Census Tract 6119, Cook County, Illinois",620,32849
561,1400000US17031612000,"Census Tract 6120, Cook County, Illinois",491,23689
562,1400000US17031612100,"Census Tract 6121, Cook County, Illinois",486,28632
563,1400000US17031620100,"Census Tract 6201, Cook County, Illinois",1069,50313
564,1400000US17031620200,"Census Tract 6202, Cook County, Illinois",705,44699
565,1400000US17031620300,"Census Tract 6203, Cook County, Illinois",1911,48988
566,1400000US17031620400,"Census Tract 6204, Cook County, Illinois",1225,54932
567,1400000US17031630100,"Census Tract 6301, Cook County, Illinois",374,30938
568,1400000US17031630200,"Census Tract 6302, Cook County, Illinois",544,48351
569,1400000US17031630300,"Census Tract 6303, Cook County, Illinois",1192,36980
570,1400000US17031630400,"Census Tract 6304, Cook County, Illinois",1615,39383
571,1400000US17031630500,"Census Tract 6305, Cook County, Illinois",1349,40771
572,1400000US17031630800,"Census Tract 6308, Cook County, Illinois",1691,36854
573,1400000US17031630900,"Census Tract 6309, Cook County, Illinois",1141,34992
574,1400000US17031640100,"Census Tract 6401, Cook County, Illinois",441,46941
575,1400000US17031640300,"Census Tract 6403, Cook County, Illinois",2290,59181
576,1400000US17031640400,"Census Tract 6404, Cook County, Illinois",1245,65057
577,1400000US17031640500,"Census Tract 6405, Cook County, Illinois",1425,53380
578,1400000US17031640600,"Census Tract 6406, Cook County, Illinois",1604,45410
579,1400000US17031640700,"Census Tract 6407, Cook County, Illinois",1067,51915
580,1400000US17031640800,"Census Tract 6408, Cook County, Illinois",480,52632
581,1400000US17031650100,"Census Tract 6501, Cook County, Illinois",1265,43223
582,1400000US17031650200,"Census Tract 6502, Cook County, Illinois",1943,49625
583,1400000US17031650301,"Census Tract 6503.01, Cook County, Illinois",1563,50699
584,1400000US17031650302,"Census Tract 6503.02, Cook County, Illinois",1129,48819
585,1400000US17031650400,"Census Tract 6504, Cook County, Illinois",1632,43306
586,1400000US17031650500,"Census Tract 6505, Cook County, Illinois",1520,49104
587,1400000US17031660301,"Census Tract 6603.01, Cook County, Illinois",486,30904
588,1400000US17031660302,"Census Tract 6603.02, Cook County, Illinois",1339,43183
589,1400000US17031660400,"Census Tract 6604, Cook County, Illinois",1474,35629
590,1400000US17031660500,"Census Tract 6605, Cook County, Illinois",1235,43262
591,1400000US17031660600,"Census Tract 6606, Cook County, Illinois",1795,40179
592,1400000US17031660700,"Census Tract 6607, Cook County, Illinois",599,36688
593,1400000US17031660800,"Census Tract 6608, Cook County, Illinois",1835,35298
594,1400000US17031660900,"Census Tract 6609, Cook County, Illinois",1495,28018
595,1400000US17031661000,"Census Tract 6610, Cook County, Illinois",1942,47500
596,1400000US17031661100,"Census Tract 6611, Cook County, Illinois",1836,53851
597,1400000US17031670100,"Census Tract 6701, Cook County, Illinois",488,36905
598,1400000US17031670200,"Census Tract 6702, Cook County, Illinois",464,20179
599,1400000US17031670300,"Census Tract 6703, Cook County, Illinois",318,21161
600,1400000US17031670400,"Census Tract 6704, Cook County, Illinois",546,31250
601,1400000US17031670500,"Census Tract 6705, Cook County, Illinois",315,26385
602,1400000US17031670600,"Census Tract 6706, Cook County, Illinois",508,26923
603,1400000US17031670700,"Census Tract 6707, Cook County, Illinois",398,23269
604,1400000US17031670800,"Census Tract 6708, Cook County, Illinois",573,34345
605,1400000US17031670900,"Census Tract 6709, Cook County, Illinois",500,32188
606,1400000US17031671100,"Census Tract 6711, Cook County, Illinois",343,21750
607,1400000US17031671200,"Census Tract 6712, Cook County, Illinois",403,35761
608,1400000US17031671300,"Census Tract 6713, Cook County, Illinois",776,27475
609,1400000US17031671400,"Census Tract 6714, Cook County, Illinois",500,35625
610,1400000US17031671500,"Census Tract 6715, Cook County, Illinois",897,26875
611,1400000US17031671600,"Census Tract 6716, Cook County, Illinois",880,21750
612,1400000US17031671800,"Census Tract 6718, Cook County, Illinois",369,18218
613,1400000US17031671900,"Census Tract 6719, Cook County, Illinois",370,33864
614,1400000US17031672000,"Census Tract 6720, Cook County, Illinois",1163,31832
615,1400000US17031680500,"Census Tract 6805, Cook County, Illinois",504,20526
616,1400000US17031680600,"Census Tract 6806, Cook County, Illinois",542,15833
617,1400000US17031680900,"Census Tract 6809, Cook County, Illinois",1669,16743
618,1400000US17031681000,"Census Tract 6810, Cook County, Illinois",1184,20318
619,1400000US17031681100,"Census Tract 6811, Cook County, Illinois",1350,30514
620,1400000US17031681200,"Census Tract 6812, Cook County, Illinois",937,16063
621,1400000US17031681300,"Census Tract 6813, Cook County, Illinois",952,22500
622,1400000US17031681400,"Census Tract 6814, Cook County, Illinois",1132,16901
623,1400000US17031690300,"Census Tract 6903, Cook County, Illinois",809,19180
624,1400000US17031690400,"Census Tract 6904, Cook County, Illinois",1561,30464
625,1400000US17031690500,"Census Tract 6905, Cook County, Illinois",468,47321
626,1400000US17031690900,"Census Tract 6909, Cook County, Illinois",1964,33567
627,1400000US17031691000,"Census Tract 6910, Cook County, Illinois",1138,37689
628,1400000US17031691100,"Census Tract 6911, Cook County, Illinois",1327,24375
629,1400000US17031691200,"Census Tract 6912, Cook County, Illinois",1015,24896
630,1400000US17031691300,"Census Tract 6913, Cook County, Illinois",1127,47834
631,1400000US17031691400,"Census Tract 6914, Cook County, Illinois",1448,30000
632,1400000US17031691500,"Census Tract 6915, Cook County, Illinois",794,23654
633,1400000US17031700100,"Census Tract 7001, Cook County, Illinois",955,53869
634,1400000US17031700200,"Census Tract 7002, Cook County, Illinois",1828,53719
635,1400000US17031700301,"Census Tract 7003.01, Cook County, Illinois",1708,52389
636,1400000US17031700302,"Census Tract 7003.02, Cook County, Illinois",1741,62552
637,1400000US17031700401,"Census Tract 7004.01, Cook County, Illinois",1761,63438
638,1400000US17031700402,"Census Tract 7004.02, Cook County, Illinois",1385,75985
639,1400000US17031700501,"Census Tract 7005.01, Cook County, Illinois",2474,69239
640,1400000US17031700502,"Census Tract 7005.02, Cook County, Illinois",1143,66535
641,1400000US17031710100,"Census Tract 7101, Cook County, Illinois",466,13432
642,1400000US17031710200,"Census Tract 7102, Cook County, Illinois",1940,38491
643,1400000US17031710300,"Census Tract 7103, Cook County, Illinois",574,21610
644,1400000US17031710400,"Census Tract 7104, Cook County, Illinois",2038,36563
645,1400000US17031710500,"Census Tract 7105, Cook County, Illinois",1687,29539
646,1400000US17031710600,"Census Tract 7106, Cook County, Illinois",745,20897
647,1400000US17031710700,"Census Tract 7107, Cook County, Illinois",1211,31625
648,1400000US17031710800,"Census Tract 7108, Cook County, Illinois",1763,36641
649,1400000US17031710900,"Census Tract 7109, Cook County, Illinois",674,47823
650,1400000US17031711000,"Census Tract 7110, Cook County, Illinois",1223,33979
651,1400000US17031711100,"Census Tract 7111, Cook County, Illinois",1066,24219
652,1400000US17031711200,"Census Tract 7112, Cook County, Illinois",2003,50290
653,1400000US17031711300,"Census Tract 7113, Cook County, Illinois",564,27167
654,1400000US17031711400,"Census Tract 7114, Cook County, Illinois",872,36064
655,1400000US17031711500,"Census Tract 7115, Cook County, Illinois",873,43295
656,1400000US17031720100,"Census Tract 7201, Cook County, Illinois",1391,118352
657,1400000US17031720200,"Census Tract 7202, Cook County, Illinois",1586,66472
658,1400000US17031720300,"Census Tract 7203, Cook County, Illinois",1346,92782
659,1400000US17031720400,"Census Tract 7204, Cook County, Illinois",905,89960
660,1400000US17031720500,"Census Tract 7205, Cook County, Illinois",782,93011
661,1400000US17031720600,"Census Tract 7206, Cook County, Illinois",613,96938
662,1400000US17031720700,"Census Tract 7207, Cook County, Illinois",1400,56346
663,1400000US17031730100,"Census Tract 7301, Cook County, Illinois",936,34756
664,1400000US17031730201,"Census Tract 7302.01, Cook County, Illinois",2373,33646
665,1400000US17031730202,"Census Tract 7302.02, Cook County, Illinois",1054,53750
666,1400000US17031730300,"Census Tract 7303, Cook County, Illinois",427,31795
667,1400000US17031730400,"Census Tract 7304, Cook County, Illinois",1399,44934
668,1400000US17031730500,"Census Tract 7305, Cook County, Illinois",1647,43882
669,1400000US17031730600,"Census Tract 7306, Cook County, Illinois",1296,58750
670,1400000US17031730700,"Census Tract 7307, Cook County, Illinois",684,43571
671,1400000US17031740100,"Census Tract 7401, Cook County, Illinois",1193,70353
672,1400000US17031740200,"Census Tract 7402, Cook County, Illinois",2015,95246
673,1400000US17031740300,"Census Tract 7403, Cook County, Illinois",1734,80929
674,1400000US17031740400,"Census Tract 7404, Cook County, Illinois",1772,74875
675,1400000US17031750100,"Census Tract 7501, Cook County, Illinois",1528,36563
676,1400000US17031750200,"Census Tract 7502, Cook County, Illinois",1113,61225
677,1400000US17031750300,"Census Tract 7503, Cook County, Illinois",903,85043
678,1400000US17031750400,"Census Tract 7504, Cook County, Illinois",1153,80691
679,1400000US17031750500,"Census Tract 7505, Cook County, Illinois",1926,45000
680,1400000US17031750600,"Census Tract 7506, Cook County, Illinois",1381,36597
681,1400000US17031760801,"Census Tract 7608.01, Cook County, Illinois",1949,54732
682,1400000US17031760802,"Census Tract 7608.02, Cook County, Illinois",1073,52083
683,1400000US17031760803,"Census Tract 7608.03, Cook County, Illinois",2745,47593
684,1400000US17031770201,"Census Tract 7702.01, Cook County, Illinois",2663,59888
685,1400000US17031770202,"Census Tract 7702.02, Cook County, Illinois",2085,59539
686,1400000US17031770300,"Census Tract 7703, Cook County, Illinois",2770,60190
687,1400000US17031770400,"Census Tract 7704, Cook County, Illinois",1700,52787
688,1400000US17031770500,"Census Tract 7705, Cook County, Illinois",1405,39320
689,1400000US17031770601,"Census Tract 7706.01, Cook County, Illinois",1019,78618
690,1400000US17031770602,"Census Tract 7706.02, Cook County, Illinois",1613,40127
691,1400000US17031770700,"Census Tract 7707, Cook County, Illinois",1244,34727
692,1400000US17031770800,"Census Tract 7708, Cook County, Illinois",1980,48900
693,1400000US17031770901,"Census Tract 7709.01, Cook County, Illinois",1912,53304
694,1400000US17031770902,"Census Tract 7709.02, Cook County, Illinois",1696,42361
695,1400000US17031800100,"Census Tract 8001, Cook County, Illinois",850,233409
696,1400000US17031800200,"Census Tract 8002, Cook County, Illinois",2174,190714
697,1400000US17031800300,"Census Tract 8003, Cook County, Illinois",1198,163333
698,1400000US17031800400,"Census Tract 8004, Cook County, Illinois",1175,"250,000+"
699,1400000US17031800500,"Census Tract 8005, Cook County, Illinois",1571,205644
700,1400000US17031800600,"Census Tract 8006, Cook County, Illinois",736,223929
701,1400000US17031800700,"Census Tract 8007, Cook County, Illinois",1608,224792
702,1400000US17031800800,"Census Tract 8008, Cook County, Illinois",952,91714
703,1400000US17031800900,"Census Tract 8009, Cook County, Illinois",1559,97125
704,1400000US17031801000,"Census Tract 8010, Cook County, Illinois",1944,101944
705,1400000US17031801100,"Census Tract 8011, Cook County, Illinois",1572,133269
706,1400000US17031801200,"Census Tract 8012, Cook County, Illinois",1366,169583
707,1400000US17031801300,"Census Tract 8013, Cook County, Illinois",1524,101630
708,1400000US17031801400,"Census Tract 8014, Cook County, Illinois",958,118500
709,1400000US17031801500,"Census Tract 8015, Cook County, Illinois",2308,74100
710,1400000US17031801601,"Census Tract 8016.01, Cook County, Illinois",1568,115588
711,1400000US17031801603,"Census Tract 8016.03, Cook County, Illinois",1474,53956
712,1400000US17031801605,"Census Tract 8016.05, Cook County, Illinois",2229,109295
713,1400000US17031801606,"Census Tract 8016.06, Cook County, Illinois",2414,100677
714,1400000US17031801607,"Census Tract 8016.07, Cook County, Illinois",1972,102083
715,1400000US17031801608,"Census Tract 8016.08, Cook County, Illinois",2550,116838
716,1400000US17031801701,"Census Tract 8017.01, Cook County, Illinois",1263,129688
717,1400000US17031801702,"Census Tract 8017.02, Cook County, Illinois",1638,109947
718,1400000US17031801800,"Census Tract 8018, Cook County, Illinois",2007,126750
719,1400000US17031801901,"Census Tract 8019.01, Cook County, Illinois",1879,76494
720,1400000US17031801902,"Census Tract 8019.02, Cook County, Illinois",986,135484
721,1400000US17031802002,"Census Tract 8020.02, Cook County, Illinois",1641,105260
722,1400000US17031802003,"Census Tract 8020.03, Cook County, Illinois",857,115208
723,1400000US17031802004,"Census Tract 8020.04, Cook County, Illinois",2153,51233
724,1400000US17031802100,"Census Tract 8021, Cook County, Illinois",1152,119464
725,1400000US17031802200,"Census Tract 8022, Cook County, Illinois",1623,120848
726,1400000US17031802300,"Census Tract 8023, Cook County, Illinois",2060,102558
727,1400000US17031802402,"Census Tract 8024.02, Cook County, Illinois",1828,41100
728,1400000US17031802403,"Census Tract 8024.03, Cook County, Illinois",859,53015
729,1400000US17031802404,"Census Tract 8024.04, Cook County, Illinois",2850,51263
730,1400000US17031802503,"Census Tract 8025.03, Cook County, Illinois",2429,65611
731,1400000US17031802504,"Census Tract 8025.04, Cook County, Illinois",2109,61875
732,1400000US17031802505,"Census Tract 8025.05, Cook County, Illinois",2487,47314
733,1400000US17031802506,"Census Tract 8025.06, Cook County, Illinois",910,57222
734,1400000US17031802605,"Census Tract 8026.05, Cook County, Illinois",2986,75795
735,1400000US17031802607,"Census Tract 8026.07, Cook County, Illinois",486,55635
736,1400000US17031802608,"Census Tract 8026.08, Cook County, Illinois",2939,63698
737,1400000US17031802609,"Census Tract 8026.09, Cook County, Illinois",2607,47447
738,1400000US17031802610,"Census Tract 8026.10, Cook County, Illinois",590,85795
739,1400000US17031802701,"Census Tract 8027.01, Cook County, Illinois",2146,80882
740,1400000US17031802702,"Census Tract 8027.02, Cook County, Illinois",1637,83496
741,1400000US17031802801,"Census Tract 8028.01, Cook County, Illinois",1819,73505
742,1400000US17031802802,"Census Tract 8028.02, Cook County, Illinois",2346,69359
743,1400000US17031802900,"Census Tract 8029, Cook County, Illinois",2097,92906
744,1400000US17031803005,"Census Tract 8030.05, Cook County, Illinois",1057,57933
745,1400000US17031803007,"Census Tract 8030.07, Cook County, Illinois",2115,85795
746,1400000US17031803008,"Census Tract 8030.08, Cook County, Illinois",1684,95323
747,1400000US17031803010,"Census Tract 8030.10, Cook County, Illinois",1931,86141
748,1400000US17031803012,"Census Tract 8030.12, Cook County, Illinois",1042,60125
749,1400000US17031803013,"Census Tract 8030.13, Cook County, Illinois",2280,75102
750,1400000US17031803014,"Census Tract 8030.14, Cook County, Illinois",1477,62200
751,1400000US17031803015,"Census Tract 8030.15, Cook County, Illinois",2005,69649
